"sep=;"
"ordinal_id";"github_repo_id";"repo_full_name";"repo_html_url";"repo_forks_count";"stargazers_count";"contributors_count";"repo_created_at";"repo_is_fork";"repo_has_issues";"repo_open_issues_count";"repo_has_wiki";"repo_network_count";"repo_pushed_at";"repo_size";"repo_updated_at";"repo_watchers_count";"project_id";"project_name";"project_url";"project_htmlurl";"project_created_at";"project_updated_at";"project_homepage_url";"project_average_rating";"project_rating_count";"project_review_count";"project_activity_level";"project_user_count";"twelve_month_contributor_count";"total_contributor_count";"twelve_month_commit_count";"total_commit_count";"total_code_lines";"main_language_name";"developer_works_during_bd";"developer_works_period";"developer_all_pushes";"developer_all_stars_given";"developer_all_creations";"developer_all_issues_created";"developer_all_pull_requests"
"48";"etlegacy/etlegacy";"etlegacy/etlegacy";"https://github.com/etlegacy/etlegacy";"30";"101";"6";"2012-02-28 12:49:20";"False";"False";"1";"False";"30";"2015-01-19 20:51:49";"54362";"2015-01-19 21:59:27";"101";"598121";"Enemy Territory: Legacy";"https://www.openhub.net/p/etlegacy.xml";"https://www.openhub.net/p/etlegacy";"2012-05-15T10:52:34Z";"2014-11-16T21:48:13Z";"http://etlegacy.com";"5.0";"6";"0";"0";"6";"21";"39";"1297";"3829";"454314";"C";"None";"0";"0";"0";"0";"0";"0"
"58";"PerlGameDev/SDL";"PerlGameDev/SDL";"https://github.com/PerlGameDev/SDL";"23";"62";"21";"2009-08-01 18:32:18";"False";"True";"86";"True";"23";"2014-05-18 08:02:13";"30803";"2015-01-02 04:12:08";"62";"43354";"SDL Perl";"https://www.openhub.net/p/sdlpl.xml";"https://www.openhub.net/p/sdlpl";"2008-12-15T14:47:01Z";"2015-01-10T20:48:02Z";"http://sdl.perl.org";"5.0";"2";"0";"40";"5";"3";"35";"33";"3260";"63042";"Perl";"True";"90";"226";"0";"59";"0";"1"
"48";"etlegacy/etlegacy";"etlegacy/etlegacy";"https://github.com/etlegacy/etlegacy";"30";"101";"6";"2012-02-28 12:49:20";"False";"False";"1";"False";"30";"2015-01-19 20:51:49";"54362";"2015-01-19 21:59:27";"101";"598121";"Enemy Territory: Legacy";"https://www.openhub.net/p/etlegacy.xml";"https://www.openhub.net/p/etlegacy";"2012-05-15T10:52:34Z";"2014-11-16T21:48:13Z";"http://etlegacy.com";"5.0";"6";"0";"0";"6";"21";"39";"1297";"3829";"454314";"C";"None";"0";"0";"0";"0";"0";"0"
"75";"moai/moai-dev";"moai/moai-dev";"https://github.com/moai/moai-dev";"318";"598";"43";"2011-04-08 18:37:29";"False";"True";"187";"True";"318";"2015-01-06 22:53:57";"502222";"2015-01-16 16:13:29";"598";"586433";"Moai SDK";"https://www.openhub.net/p/MoaiSDK.xml";"https://www.openhub.net/p/MoaiSDK";"2011-09-30T12:56:27Z";"2014-10-06T18:25:17Z";"http://getmoai.com/";"5.0";"1";"0";"0";"4";"36";"109";"570";"7906";"287872";"C++";"None";"0";"0";"0";"0";"0";"0"
"58";"PerlGameDev/SDL";"PerlGameDev/SDL";"https://github.com/PerlGameDev/SDL";"23";"62";"21";"2009-08-01 18:32:18";"False";"True";"86";"True";"23";"2014-05-18 08:02:13";"30803";"2015-01-02 04:12:08";"62";"43354";"SDL Perl";"https://www.openhub.net/p/sdlpl.xml";"https://www.openhub.net/p/sdlpl";"2008-12-15T14:47:01Z";"2015-01-10T20:48:02Z";"http://sdl.perl.org";"5.0";"2";"0";"40";"5";"3";"35";"33";"3260";"63042";"Perl";"False";"42";"77";"0";"12";"4";"5"
"48";"etlegacy/etlegacy";"etlegacy/etlegacy";"https://github.com/etlegacy/etlegacy";"30";"101";"6";"2012-02-28 12:49:20";"False";"False";"1";"False";"30";"2015-01-19 20:51:49";"54362";"2015-01-19 21:59:27";"101";"598121";"Enemy Territory: Legacy";"https://www.openhub.net/p/etlegacy.xml";"https://www.openhub.net/p/etlegacy";"2012-05-15T10:52:34Z";"2014-11-16T21:48:13Z";"http://etlegacy.com";"5.0";"6";"0";"0";"6";"21";"39";"1297";"3829";"454314";"C";"False";"48";"183";"0";"4";"0";"2"
"75";"moai/moai-dev";"moai/moai-dev";"https://github.com/moai/moai-dev";"318";"598";"43";"2011-04-08 18:37:29";"False";"True";"187";"True";"318";"2015-01-06 22:53:57";"502222";"2015-01-16 16:13:29";"598";"586433";"Moai SDK";"https://www.openhub.net/p/MoaiSDK.xml";"https://www.openhub.net/p/MoaiSDK";"2011-09-30T12:56:27Z";"2014-10-06T18:25:17Z";"http://getmoai.com/";"5.0";"1";"0";"0";"4";"36";"109";"570";"7906";"287872";"C++";"False";"784";"1616";"0";"37";"42";"0"
"19";"OpenRA/OpenRA";"OpenRA/OpenRA";"https://github.com/OpenRA/OpenRA";"557";"1645";"18";"2010-10-04 07:38:05";"False";"True";"685";"True";"557";"2015-01-19 22:46:28";"150807";"2015-01-19 22:46:29";"1645";"485952";"OpenRA";"https://www.openhub.net/p/openra.xml";"https://www.openhub.net/p/openra";"2010-10-15T04:04:51Z";"2015-01-15T21:16:08Z";"http://www.openra.net";"5.0";"5";"0";"70";"11";"91";"159";"3721";"15220";"86131";"C#";"False";"696";"872";"0";"0";"43";"56"
"58";"PerlGameDev/SDL";"PerlGameDev/SDL";"https://github.com/PerlGameDev/SDL";"23";"62";"21";"2009-08-01 18:32:18";"False";"True";"86";"True";"23";"2014-05-18 08:02:13";"30803";"2015-01-02 04:12:08";"62";"43354";"SDL Perl";"https://www.openhub.net/p/sdlpl.xml";"https://www.openhub.net/p/sdlpl";"2008-12-15T14:47:01Z";"2015-01-10T20:48:02Z";"http://sdl.perl.org";"5.0";"2";"0";"40";"5";"3";"35";"33";"3260";"63042";"Perl";"True";"5";"3";"0";"2";"0";"1"
"48";"etlegacy/etlegacy";"etlegacy/etlegacy";"https://github.com/etlegacy/etlegacy";"30";"101";"6";"2012-02-28 12:49:20";"False";"False";"1";"False";"30";"2015-01-19 20:51:49";"54362";"2015-01-19 21:59:27";"101";"598121";"Enemy Territory: Legacy";"https://www.openhub.net/p/etlegacy.xml";"https://www.openhub.net/p/etlegacy";"2012-05-15T10:52:34Z";"2014-11-16T21:48:13Z";"http://etlegacy.com";"5.0";"6";"0";"0";"6";"21";"39";"1297";"3829";"454314";"C";"None";"0";"0";"0";"0";"0";"0"
